1000001, 10001, 16, 6.43, 1.29
1000002, 10001, 53, 5.9, 1.48
1000003, 10001, 31, 13.46, 1.08
1000004, 10001, 27, 2.43, 0.61
1000005, 10002, 20, 2.12, 1.53
1000006, 10002, 4, 1.76, 0.59
1000007, 10002, 2, 2.51, 0.84
1000008, 10002, 10, 2.3, 0.77
1000009, 10002, 41, 7.56, 1.61
1000010, 10002, 29, 1.11, 0.28
1000011, 10002, 16, 3.79, 0.76
1000012, 10002, 17, 2.84, 0.62
1000013, 10003, 50, 16.15, 1.65
1000014, 10003, 8, 2.23, 0.28
1000015, 10003, 42, 4.62, 1.32
1000016, 10004, 10, 2.24, 0.75
1000017, 10004, 35, 4.29, 1.66
1000018, 10004, 4, 2.15, 0.72
1000019, 10004, 39, 5.32, 0.41
1000020, 10004, 17, 5.64, 1.23
1000021, 10004, 45, 3.11, 1.36
1000022, 10005, 27, 3.51, 0.88
1000023, 10005, 14, 3.53, 0.59
1000024, 10006, 43, 4.55, 0.76
1000025, 10007, 39, 13.63, 1.05
1000026, 10007, 23, 3.69, 0.48
1000027, 10007, 42, 4.72, 1.35
1000028, 10007, 8, 13.74, 1.72
1000029, 10007, 33, 6.55, 0.87
1000030, 10007, 4, 4.9, 1.64
1000031, 10007, 42, 4.93, 1.41
1000032, 10007, 35, 2.27, 0.88
1000033, 10007, 51, 21.73, 1.45
1000034, 10007, 34, 3.4, 1.14
1000035, 10008, 6, 1.46, 0.49
1000036, 10008, 33, 2.86, 0.38
1000037, 10008, 31, 21.69, 1.74
1000038, 10008, 20, 2.39, 1.72
1000039, 10008, 49, 4.15, 1.39
1000040, 10008, 26, 10.88, 0.99
1000041, 10008, 6, 0.98, 0.33
1000042, 10008, 32, 2.79, 0.28
1000043, 10008, 39, 14.15, 1.09
1000044, 10009, 34, 2.09, 0.7
1000045, 10009, 42, 2.97, 0.85
1000046, 10009, 41, 3.47, 0.74
1000047, 10009, 46, 3.75, 0.94
1000048, 10009, 23, 13.3, 1.73
1000049, 10009, 32, 15.58, 1.56
1000050, 10010, 53, 5.06, 1.27
1000051, 10010, 25, 7.73, 1.55
1000052, 10010, 38, 7.66, 1.6
1000053, 10010, 33, 9.42, 1.25
1000054, 10010, 19, 0.93, 0.47
1000055, 10010, 46, 3.71, 0.93
1000056, 10010, 31, 3.86, 0.31
1000057, 10010, 45, 3.04, 1.33
1000058, 10010, 37, 1.12, 1.42
1000059, 10010, 29, 2.11, 0.53
1000060, 10011, 5, 7.18, 1.44
1000061, 10011, 43, 9.46, 1.58
1000062, 10011, 11, 2.99, 0.5
1000063, 10011, 9, 3.95, 0.66
1000064, 10011, 36, 1.51, 0.76
1000065, 10011, 36, 2.34, 1.18
1000066, 10011, 38, 1.58, 0.33
1000067, 10012, 52, 1.9, 0.83
1000068, 10012, 25, 7.13, 1.43
1000069, 10012, 51, 25.93, 1.73
1000070, 10012, 40, 2.51, 0.97
1000071, 10013, 37, 0.23, 0.3
1000072, 10013, 3, 4.0, 1.34
1000073, 10013, 33, 5.2, 0.69
1000074, 10013, 49, 3.67, 1.23
1000075, 10013, 17, 4.22, 0.92
1000076, 10014, 42, 0.98, 0.28
1000077, 10015, 23, 12.07, 1.57
1000078, 10015, 30, 3.76, 1.26
1000079, 10015, 10, 4.3, 1.44
1000080, 10015, 38, 5.84, 1.22
1000081, 10015, 11, 9.4, 1.57
1000082, 10015, 27, 2.55, 0.64
1000083, 10016, 1, 1.03, 0.26
1000084, 10016, 21, 1.41, 0.94
1000085, 10016, 45, 3.82, 1.67
1000086, 10016, 19, 1.53, 0.77
1000087, 10016, 28, 4.62, 0.86
1000088, 10016, 31, 18.08, 1.45
1000089, 10016, 53, 2.95, 0.74
1000090, 10016, 46, 6.58, 1.65
1000091, 10016, 1, 2.83, 0.71
1000092, 10017, 21, 1.96, 1.31
1000093, 10017, 13, 6.28, 1.5
1000094, 10017, 1, 3.79, 0.95
1000095, 10017, 15, 2.04, 0.41
1000096, 10017, 3, 3.7, 1.24
1000097, 10017, 9, 5.69, 0.95
1000098, 10017, 27, 4.14, 1.04
1000099, 10017, 47, 1.96, 0.48
1000100, 10017, 6, 0.74, 0.25
1000101, 10017, 6, 3.88, 1.3
1000102, 10018, 55, 3.07, 1.06
1000103, 10018, 43, 9.28, 1.55
1000104, 10019, 53, 2.75, 0.69
1000105, 10019, 35, 3.88, 1.5
1000106, 10019, 18, 3.14, 1.58
1000107, 10019, 25, 5.83, 1.17
1000108, 10019, 20, 1.13, 0.82
1000109, 10019, 15, 5.63, 1.13
1000110, 10019, 1, 4.78, 1.2
1000111, 10019, 50, 4.79, 0.49
1000112, 10020, 43, 7.18, 1.2
1000113, 10020, 53, 4.38, 1.1
1000114, 10020, 14, 8.56, 1.43
1000115, 10020, 38, 4.55, 0.95
1000116, 10021, 5, 2.79, 0.56
1000117, 10021, 2, 2.36, 0.79
1000118, 10021, 18, 2.32, 1.17
1000119, 10021, 55, 4.37, 1.51
1000120, 10021, 53, 2.51, 0.63
1000121, 10021, 25, 5.88, 1.18
1000122, 10021, 48, 7.27, 0.91
1000123, 10021, 24, 1.55, 0.39
1000124, 10021, 41, 3.66, 0.78
1000125, 10021, 25, 8.58, 1.72
1000126, 10022, 44, 0.75, 0.54
1000127, 10022, 28, 4.08, 0.76
1000128, 10022, 12, 3.35, 0.84
1000129, 10022, 11, 9.4, 1.57
1000130, 10022, 54, 1.73, 0.67
1000131, 10022, 32, 3.49, 0.35
1000132, 10023, 31, 9.97, 0.8
1000133, 10023, 26, 12.3, 1.12
1000134, 10023, 27, 6.9, 1.73
1000135, 10023, 6, 0.77, 0.26
1000136, 10023, 43, 8.62, 1.44
1000137, 10023, 36, 2.06, 1.04
1000138, 10024, 17, 3.35, 0.73
1000139, 10024, 10, 3.67, 1.23
1000140, 10024, 39, 19.61, 1.51
1000141, 10024, 45, 2.74, 1.2
1000142, 10024, 55, 4.72, 1.63
1000143, 10025, 33, 8.36, 1.11
1000144, 10025, 19, 1.27, 0.64
1000145, 10025, 27, 3.19, 0.8
1000146, 10025, 23, 12.99, 1.69
1000147, 10025, 17, 7.66, 1.67
1000148, 10026, 12, 5.54, 1.39
1000149, 10026, 38, 4.93, 1.03
1000150, 10026, 27, 2.27, 0.57
1000151, 10027, 19, 0.75, 0.38
1000152, 10027, 19, 2.82, 1.42
1000153, 10027, 11, 10.36, 1.73
1000154, 10027, 37, 0.77, 0.98
1000155, 10027, 4, 1.01, 0.34
1000156, 10027, 17, 2.66, 0.58
1000157, 10027, 55, 3.62, 1.25
1000158, 10028, 23, 2.84, 0.37
1000159, 10028, 52, 3.18, 1.39
1000160, 10028, 30, 2.54, 0.85
1000161, 10028, 30, 1.01, 0.34
1000162, 10028, 20, 0.9, 0.65
1000163, 10028, 35, 3.34, 1.29
1000164, 10028, 55, 0.89, 0.31
1000165, 10028, 55, 1.91, 0.66
1000166, 10029, 10, 2.03, 0.68
1000167, 10029, 52, 1.35, 0.59
1000168, 10029, 38, 6.99, 1.46
1000169, 10029, 23, 6.3, 0.82
1000170, 10029, 29, 3.91, 0.98
1000171, 10029, 24, 2.07, 0.52
1000172, 10029, 38, 4.93, 1.03
1000173, 10029, 15, 1.74, 0.35
1000174, 10029, 50, 14.78, 1.51
1000175, 10029, 46, 1.79, 0.45
1000176, 10030, 17, 7.16, 1.56
1000177, 10030, 23, 12.45, 1.62
1000178, 10030, 35, 3.75, 1.45
1000179, 10030, 18, 2.6, 1.31
1000180, 10030, 23, 11.91, 1.55
1000181, 10030, 26, 2.85, 0.26
1000182, 10030, 7, 0.65, 0.33
1000183, 10030, 8, 11.74, 1.47
1000184, 10031, 53, 1.35, 0.34
1000185, 10031, 17, 2.43, 0.53
1000186, 10032, 55, 1.62, 0.56
1000187, 10032, 25, 4.59, 0.92
1000188, 10032, 24, 5.22, 1.31
1000189, 10032, 17, 7.25, 1.58
1000190, 10032, 37, 0.54, 0.69
1000191, 10032, 38, 4.98, 1.04
1000192, 10032, 17, 7.48, 1.63
1000193, 10032, 55, 1.76, 0.61
1000194, 10032, 45, 2.4, 1.05
1000195, 10033, 6, 4.69, 1.57
1000196, 10033, 40, 4.5, 1.74
1000197, 10033, 35, 1.7, 0.66
1000198, 10033, 9, 4.25, 0.71
1000199, 10033, 25, 7.38, 1.48
1000200, 10033, 24, 2.55, 0.64
1000201, 10033, 32, 2.79, 0.28
1000202, 10034, 8, 10.54, 1.32
1000203, 10034, 24, 2.07, 0.52
1000204, 10034, 12, 4.26, 1.07
1000205, 10034, 42, 3.25, 0.93
1000206, 10034, 9, 6.82, 1.14
1000207, 10034, 39, 16.88, 1.3
1000208, 10034, 22, 13.84, 1.54
1000209, 10034, 3, 3.79, 1.27
1000210, 10034, 11, 2.45, 0.41
1000211, 10034, 38, 2.25, 0.47
1000212, 10035, 22, 7.64, 0.85
1000213, 10035, 15, 6.88, 1.38
1000214, 10035, 26, 8.35, 0.76
1000215, 10035, 47, 1.39, 0.34
1000216, 10036, 6, 1.04, 0.35
1000217, 10036, 44, 2.36, 1.7
1000218, 10037, 42, 1.71, 0.49
1000219, 10038, 36, 0.53, 0.27
1000220, 10038, 3, 4.09, 1.37
1000221, 10038, 26, 12.96, 1.18
1000222, 10039, 28, 7.69, 1.43
1000223, 10039, 43, 7.06, 1.18
1000224, 10039, 2, 4.18, 1.4
1000225, 10039, 31, 5.48, 0.44
1000226, 10039, 7, 2.5, 1.26
1000227, 10039, 53, 3.55, 0.89
1000228, 10039, 11, 3.23, 0.54
1000229, 10039, 24, 2.55, 0.64
1000230, 10039, 45, 1.55, 0.68
1000231, 10039, 1, 5.74, 1.44
1000232, 10040, 12, 3.91, 0.98
1000233, 10040, 32, 16.98, 1.7
1000234, 10040, 16, 6.18, 1.24
1000235, 10040, 16, 6.93, 1.39
1000236, 10040, 38, 3.11, 0.65
1000237, 10041, 55, 3.42, 1.18
1000238, 10041, 37, 1.12, 1.42
1000239, 10042, 34, 1.61, 0.54
1000240, 10042, 55, 2.84, 0.98
1000241, 10042, 19, 1.69, 0.85
1000242, 10042, 55, 3.65, 1.26
1000243, 10042, 37, 0.61, 0.78
1000244, 10043, 52, 0.57, 0.25
1000245, 10043, 50, 15.27, 1.56
1000246, 10043, 13, 4.39, 1.05
1000247, 10044, 34, 5.14, 1.72
1000248, 10044, 33, 12.06, 1.6
1000249, 10044, 1, 1.59, 0.4
1000250, 10044, 30, 1.4, 0.47
1000251, 10044, 55, 3.07, 1.06
1000252, 10044, 25, 5.38, 1.08
1000253, 10044, 4, 4.54, 1.52
1000254, 10045, 46, 1.31, 0.33
1000255, 10045, 9, 2.45, 0.41
1000256, 10046, 3, 4.66, 1.56
1000257, 10046, 39, 11.56, 0.89
1000258, 10047, 6, 4.39, 1.47
1000259, 10047, 3, 1.58, 0.53
1000260, 10048, 21, 0.63, 0.42
1000261, 10049, 39, 9.09, 0.7
1000262, 10049, 5, 4.64, 0.93
1000263, 10049, 7, 3.02, 1.52
1000264, 10049, 2, 4.24, 1.42
1000265, 10049, 15, 2.79, 0.56
1000266, 10049, 35, 2.61, 1.01
1000267, 10049, 28, 9.14, 1.7
1000268, 10049, 41, 3.94, 0.84
1000269, 10049, 34, 3.43, 1.15
1000270, 10049, 22, 2.69, 0.3
1000271, 10050, 50, 8.51, 0.87
1000272, 10050, 12, 1.07, 0.27
1000273, 10051, 43, 2.15, 0.36
1000274, 10051, 40, 4.22, 1.63
1000275, 10051, 26, 3.29, 0.3
1000276, 10052, 7, 0.69, 0.35
1000277, 10052, 35, 2.61, 1.01
1000278, 10052, 5, 2.14, 0.43
1000279, 10052, 48, 13.82, 1.73
1000280, 10053, 50, 3.03, 0.31
1000281, 10053, 1, 4.18, 1.05
1000282, 10053, 37, 0.25, 0.32
1000283, 10053, 35, 2.59, 1.0
1000284, 10053, 1, 3.75, 0.94
1000285, 10054, 10, 4.99, 1.67
1000286, 10054, 9, 1.85, 0.31
1000287, 10054, 54, 4.04, 1.56
1000288, 10054, 27, 3.79, 0.95
1000289, 10054, 53, 4.5, 1.13
1000290, 10054, 11, 8.8, 1.47
1000291, 10054, 52, 0.91, 0.4
1000292, 10055, 52, 0.66, 0.29
1000293, 10055, 2, 3.04, 1.02
1000294, 10055, 29, 6.86, 1.72
1000295, 10055, 27, 6.18, 1.55
1000296, 10055, 22, 15.01, 1.67
1000297, 10055, 51, 12.74, 0.85
1000298, 10055, 30, 1.58, 0.53
1000299, 10056, 48, 5.35, 0.67
1000300, 10056, 42, 4.65, 1.33
1000301, 10056, 22, 3.95, 0.44
1000302, 10057, 28, 2.69, 0.5
1000303, 10057, 15, 7.28, 1.46
1000304, 10057, 41, 3.47, 0.74
1000305, 10057, 21, 1.41, 0.94
1000306, 10058, 47, 3.85, 0.94
1000307, 10058, 28, 8.66, 1.61
1000308, 10058, 55, 4.37, 1.51
1000309, 10058, 52, 1.92, 0.84
1000310, 10058, 51, 23.53, 1.57
1000311, 10058, 26, 3.51, 0.32
1000312, 10058, 20, 1.25, 0.9
1000313, 10058, 3, 0.95, 0.32
1000314, 10058, 48, 9.1, 1.14
1000315, 10059, 47, 6.47, 1.58
1000316, 10059, 41, 1.5, 0.32
1000317, 10059, 50, 4.5, 0.46
1000318, 10059, 1, 5.26, 1.32
1000319, 10059, 37, 1.14, 1.45
1000320, 10059, 25, 7.53, 1.51
1000321, 10059, 5, 6.18, 1.24
1000322, 10059, 16, 8.23, 1.65
1000323, 10060, 21, 2.52, 1.68
1000324, 10060, 24, 2.39, 0.6
1000325, 10060, 52, 2.22, 0.97
1000326, 10060, 21, 2.61, 1.74
1000327, 10060, 54, 3.54, 1.37
1000328, 10060, 18, 0.87, 0.44
1000329, 10061, 37, 0.4, 0.51
1000330, 10061, 14, 7.9, 1.32
1000331, 10061, 45, 1.37, 0.6
1000332, 10061, 14, 5.21, 0.87
1000333, 10061, 44, 0.34, 0.25
1000334, 10062, 24, 5.38, 1.35
1000335, 10062, 38, 8.14, 1.7
1000336, 10062, 4, 4.84, 1.62
1000337, 10062, 2, 2.42, 0.81
1000338, 10062, 44, 0.5, 0.36
1000339, 10062, 19, 2.84, 1.43
1000340, 10062, 15, 6.68, 1.34
1000341, 10062, 36, 2.04, 1.03
1000342, 10062, 32, 16.78, 1.68
1000343, 10062, 17, 4.81, 1.05
1000344, 10063, 33, 4.97, 0.66
1000345, 10063, 23, 4.07, 0.53
1000346, 10063, 15, 2.99, 0.6
1000347, 10063, 23, 2.84, 0.37
1000348, 10064, 23, 2.84, 0.37
1000349, 10064, 47, 4.71, 1.15
1000350, 10064, 8, 12.06, 1.51
1000351, 10064, 11, 2.93, 0.49
1000352, 10065, 26, 7.03, 0.64
1000353, 10065, 16, 5.43, 1.09
1000354, 10065, 55, 1.79, 0.62
1000355, 10065, 47, 5.04, 1.23
1000356, 10065, 13, 2.68, 0.64
1000357, 10065, 26, 17.03, 1.55
1000358, 10065, 52, 2.97, 1.3
1000359, 10065, 13, 6.95, 1.66
1000360, 10065, 28, 5.97, 1.11
1000361, 10066, 32, 9.99, 1.0
1000362, 10066, 47, 4.38, 1.07
1000363, 10066, 43, 9.28, 1.55
1000364, 10066, 50, 2.54, 0.26
1000365, 10066, 8, 5.83, 0.73
1000366, 10066, 3, 2.51, 0.84
1000367, 10067, 43, 3.95, 0.66
1000368, 10067, 34, 2.51, 0.84
1000369, 10067, 21, 2.16, 1.44
1000370, 10068, 18, 0.75, 0.38
1000371, 10068, 12, 4.42, 1.11
1000372, 10068, 10, 0.83, 0.28
1000373, 10068, 30, 5.14, 1.72
1000374, 10068, 42, 3.64, 1.04
1000375, 10068, 39, 16.23, 1.25
1000376, 10068, 21, 0.82, 0.55
1000377, 10068, 25, 2.64, 0.53
1000378, 10069, 40, 4.45, 1.72
1000379, 10069, 53, 1.99, 0.5
1000380, 10069, 30, 2.69, 0.9
1000381, 10069, 50, 6.95, 0.71
1000382, 10069, 13, 1.29, 0.31
1000383, 10069, 7, 1.27, 0.64
1000384, 10069, 44, 1.47, 1.06
1000385, 10069, 53, 6.58, 1.65
1000386, 10069, 39, 4.67, 0.36
1000387, 10070, 30, 1.49, 0.5
1000388, 10070, 3, 4.09, 1.37
1000389, 10070, 24, 4.74, 1.19
1000390, 10070, 43, 9.94, 1.66
1000391, 10070, 20, 1.64, 1.18
1000392, 10070, 45, 3.59, 1.57
1000393, 10070, 26, 16.48, 1.5
1000394, 10070, 9, 6.4, 1.07
1000395, 10070, 46, 1.07, 0.27
1000396, 10070, 48, 3.75, 0.47
1000397, 10071, 6, 3.16, 1.06
1000398, 10071, 38, 3.73, 0.78
1000399, 10071, 39, 20.65, 1.59
1000400, 10071, 31, 6.85, 0.55
1000401, 10071, 36, 0.85, 0.43
1000402, 10071, 43, 9.28, 1.55
1000403, 10071, 26, 9.67, 0.88
1000404, 10071, 42, 4.26, 1.22
1000405, 10071, 44, 0.91, 0.66
1000406, 10071, 24, 2.99, 0.75
1000407, 10072, 45, 2.26, 0.99
1000408, 10072, 45, 3.45, 1.51
1000409, 10072, 17, 4.72, 1.03
1000410, 10072, 22, 8.9, 0.99
1000411, 10072, 43, 9.64, 1.61
1000412, 10072, 1, 3.15, 0.79
1000413, 10072, 41, 2.16, 0.46
1000414, 10072, 22, 15.46, 1.72
1000415, 10073, 20, 1.39, 1.0
1000416, 10074, 31, 19.95, 1.6
1000417, 10074, 35, 2.09, 0.81
1000418, 10074, 34, 3.25, 1.09
1000419, 10074, 9, 6.64, 1.11
1000420, 10074, 43, 8.32, 1.39
1000421, 10075, 5, 8.63, 1.73
1000422, 10075, 21, 0.63, 0.42
1000423, 10075, 53, 2.99, 0.75
1000424, 10075, 11, 6.28, 1.05
1000425, 10075, 51, 17.23, 1.15
1000426, 10075, 29, 1.19, 0.3
1000427, 10075, 32, 13.08, 1.31
1000428, 10076, 48, 10.14, 1.27
1000429, 10077, 7, 3.22, 1.62
1000430, 10077, 22, 3.05, 0.34
1000431, 10077, 36, 2.24, 1.13
1000432, 10077, 4, 2.36, 0.79
1000433, 10077, 22, 12.4, 1.38
1000434, 10077, 5, 2.34, 0.47
1000435, 10077, 38, 8.28, 1.73
1000436, 10077, 32, 15.28, 1.53
1000437, 10078, 14, 6.88, 1.15
1000438, 10078, 46, 4.74, 1.19
1000439, 10078, 43, 5.15, 0.86
1000440, 10078, 55, 4.58, 1.58
1000441, 10078, 3, 2.6, 0.87
1000442, 10079, 19, 2.28, 1.15
1000443, 10079, 36, 3.46, 1.74
1000444, 10079, 26, 8.9, 0.81
1000445, 10080, 8, 13.74, 1.72
1000446, 10081, 16, 5.48, 1.1
1000447, 10081, 38, 2.73, 0.57
1000448, 10081, 30, 3.34, 1.12
1000449, 10081, 42, 4.2, 1.2
1000450, 10081, 10, 5.11, 1.71
1000451, 10081, 24, 6.22, 1.56
1000452, 10081, 21, 0.85, 0.57
1000453, 10081, 24, 2.07, 0.52
1000454, 10081, 39, 15.19, 1.17
1000455, 10081, 21, 2.19, 1.46
1000456, 10082, 26, 9.01, 0.82
1000457, 10082, 25, 2.19, 0.44
